path,image_name,label_name,label_idx,split
data\sunny\s4695.jpg,s4695.jpg,sunny,4,train
data\sunny\s4173.jpg,s4173.jpg,sunny,4,train
data\sunny\shine7.jpg,shine7.jpg,sunny,4,train
data\sunny\29500471.jpg,29500471.jpg,sunny,4,train
data\sunny\shine167.jpg,shine167.jpg,sunny,4,train
data\snowy\2079545427.jpg,2079545427.jpg,snowy,3,train
data\sunny\6861523.jpg,6861523.jpg,sunny,4,train
data\sunny\s0402.jpg,s0402.jpg,sunny,4,train
data\cloudy\8462804.jpg,8462804.jpg,cloudy,0,train
data\cloudy\c3201.jpg,c3201.jpg,cloudy,0,train
data\snowy\3265493563.jpg,3265493563.jpg,snowy,3,train
data\sunny\s3628.jpg,s3628.jpg,sunny,4,train
data\sunny\s0170.jpg,s0170.jpg,sunny,4,train
data\foggy\4900.jpg,4900.jpg,foggy,1,train
data\foggy\4557.jpg,4557.jpg,foggy,1,train
data\sunny\s4757.jpg,s4757.jpg,sunny,4,train
data\sunny\s1388.jpg,s1388.jpg,sunny,4,train
data\cloudy\c2400.jpg,c2400.jpg,cloudy,0,train
data\cloudy\c4674.jpg,c4674.jpg,cloudy,0,train
data\sunny\s4408.jpg,s4408.jpg,sunny,4,train
data\sunny\s1266.jpg,s1266.jpg,sunny,4,train
data\rainy\rain40.jpg,rain40.jpg,rainy,2,train
data\rainy\1804.jpg,1804.jpg,rainy,2,train
data\sunny\s4492.jpg,s4492.jpg,sunny,4,train
data\cloudy\c3472.jpg,c3472.jpg,cloudy,0,train
data\cloudy\c4874.jpg,c4874.jpg,cloudy,0,train
data\sunny\s1029.jpg,s1029.jpg,sunny,4,train
data\sunny\s4339.jpg,s4339.jpg,sunny,4,train
data\snowy\2396134461.jpg,2396134461.jpg,snowy,3,train
data\cloudy\c0635.jpg,c0635.jpg,cloudy,0,train
data\sunny\s0887.jpg,s0887.jpg,sunny,4,train
data\sunny\s1735.jpg,s1735.jpg,sunny,4,train
data\sunny\s4075.jpg,s4075.jpg,sunny,4,train
data\cloudy\25869462.jpg,25869462.jpg,cloudy,0,train
data\rainy\1200983395.jpg,1200983395.jpg,rainy,2,train
data\cloudy\c4116.jpg,c4116.jpg,cloudy,0,train
data\cloudy\c3840.jpg,c3840.jpg,cloudy,0,train
data\sunny\s3733.jpg,s3733.jpg,sunny,4,train
data\rainy\2346597758.jpg,2346597758.jpg,rainy,2,train
data\snowy\1174.jpg,1174.jpg,snowy,3,train
data\rainy\28.jpg,28.jpg,rainy,2,train
data\cloudy\c3054.jpg,c3054.jpg,cloudy,0,train
data\cloudy\c3960.jpg,c3960.jpg,cloudy,0,train
data\sunny\s2482.jpg,s2482.jpg,sunny,4,train
data\sunny\s2817.jpg,s2817.jpg,sunny,4,train
data\sunny\s1917.jpg,s1917.jpg,sunny,4,train
data\cloudy\c0838.jpg,c0838.jpg,cloudy,0,train
data\sunny\sunny sky-53.jpeg,sunny sky-53.jpeg,sunny,4,train
data\sunny\s1393.jpg,s1393.jpg,sunny,4,train
data\foggy\2226420195.jpg,2226420195.jpg,foggy,1,train
data\cloudy\c3570.jpg,c3570.jpg,cloudy,0,train
data\rainy\976749543.jpg,976749543.jpg,rainy,2,train
data\cloudy\c3787.jpg,c3787.jpg,cloudy,0,train
data\sunny\s3150.jpg,s3150.jpg,sunny,4,train
data\sunny\6862435.jpg,6862435.jpg,sunny,4,train
data\sunny\s1732.jpg,s1732.jpg,sunny,4,train
data\cloudy\c4765.jpg,c4765.jpg,cloudy,0,train
data\cloudy\c2005.jpg,c2005.jpg,cloudy,0,train
data\sunny\s0807.jpg,s0807.jpg,sunny,4,train
data\snowy\snowy day-123.jpeg,snowy day-123.jpeg,snowy,3,train
data\rainy\257100498.jpg,257100498.jpg,rainy,2,train
data\sunny\shine127.jpg,shine127.jpg,sunny,4,train
data\sunny\30039101.jpg,30039101.jpg,sunny,4,train
data\cloudy\5659088.jpg,5659088.jpg,cloudy,0,train
data\sunny\9782276.jpg,9782276.jpg,sunny,4,train
data\sunny\s045.jpg,s045.jpg,sunny,4,train
data\sunny\sunny sky-45.jpeg,sunny sky-45.jpeg,sunny,4,train
data\cloudy\12737720.jpg,12737720.jpg,cloudy,0,train
data\snowy\2149510120.jpg,2149510120.jpg,snowy,3,train
data\cloudy\c1529.jpg,c1529.jpg,cloudy,0,train
data\snowy\1426.jpg,1426.jpg,snowy,3,train
data\cloudy\8662723.jpg,8662723.jpg,cloudy,0,train
data\rainy\2086487684.jpg,2086487684.jpg,rainy,2,train
data\rainy\1497.jpg,1497.jpg,rainy,2,train
data\sunny\shine144.jpg,shine144.jpg,sunny,4,train
data\foggy\4563.jpg,4563.jpg,foggy,1,train
data\cloudy\c1362.jpg,c1362.jpg,cloudy,0,train
data\sunny\s3576.jpg,s3576.jpg,sunny,4,train
data\cloudy\c0235.jpg,c0235.jpg,cloudy,0,train
data\foggy\4229.jpg,4229.jpg,foggy,1,train
data\cloudy\c1260.jpg,c1260.jpg,cloudy,0,train
data\cloudy\c2650.jpg,c2650.jpg,cloudy,0,train
data\rainy\rainy day-89.png,rainy day-89.png,rainy,2,train
data\snowy\1418.jpg,1418.jpg,snowy,3,train
data\sunny\14152235.jpg,14152235.jpg,sunny,4,train
data\cloudy\c4472.jpg,c4472.jpg,cloudy,0,train
data\rainy\rainy weather-147.jpeg,rainy weather-147.jpeg,rainy,2,train
data\snowy\snowy weather-22.jpeg,snowy weather-22.jpeg,snowy,3,train
data\cloudy\c3992.jpg,c3992.jpg,cloudy,0,train
data\cloudy\c4508.jpg,c4508.jpg,cloudy,0,train
data\snowy\2285183655.jpg,2285183655.jpg,snowy,3,train
data\cloudy\c3804.jpg,c3804.jpg,cloudy,0,train
data\cloudy\cloudy129.jpg,cloudy129.jpg,cloudy,0,train
data\sunny\s2239.jpg,s2239.jpg,sunny,4,train
data\cloudy\c2808.jpg,c2808.jpg,cloudy,0,train
data\cloudy\c0213.jpg,c0213.jpg,cloudy,0,train
data\cloudy\c3151.jpg,c3151.jpg,cloudy,0,train
data\sunny\s3589.jpg,s3589.jpg,sunny,4,train
data\cloudy\c4267.jpg,c4267.jpg,cloudy,0,train
data\cloudy\c0873.jpg,c0873.jpg,cloudy,0,train
data\sunny\s3047.jpg,s3047.jpg,sunny,4,train
data\sunny\s4340.jpg,s4340.jpg,sunny,4,train
data\sunny\23216636.jpg,23216636.jpg,sunny,4,train
data\cloudy\c0501.jpg,c0501.jpg,cloudy,0,train
data\sunny\21340523.jpg,21340523.jpg,sunny,4,train
data\snowy\3167893334.jpg,3167893334.jpg,snowy,3,train
data\snowy\123046278.jpg,123046278.jpg,snowy,3,train
data\rainy\rainy day-132.jpeg,rainy day-132.jpeg,rainy,2,train
data\sunny\s0575.jpg,s0575.jpg,sunny,4,train
data\cloudy\7411191.jpg,7411191.jpg,cloudy,0,train
data\rainy\rain50.jpg,rain50.jpg,rainy,2,train
data\cloudy\c1657.jpg,c1657.jpg,cloudy,0,train
data\cloudy\c0988.jpg,c0988.jpg,cloudy,0,train
data\cloudy\12379923.jpg,12379923.jpg,cloudy,0,train
data\sunny\9253885.jpg,9253885.jpg,sunny,4,train
data\cloudy\c054.jpg,c054.jpg,cloudy,0,train
data\rainy\2445694304.jpg,2445694304.jpg,rainy,2,train
data\cloudy\17547204.jpg,17547204.jpg,cloudy,0,train
data\sunny\s2072.jpg,s2072.jpg,sunny,4,train
data\sunny\20081345.jpg,20081345.jpg,sunny,4,train
data\cloudy\c1233.jpg,c1233.jpg,cloudy,0,train
data\cloudy\c1234.jpg,c1234.jpg,cloudy,0,train
data\cloudy\12377605.jpg,12377605.jpg,cloudy,0,train
data\cloudy\c1586.jpg,c1586.jpg,cloudy,0,train
data\sunny\s4667.jpg,s4667.jpg,sunny,4,train
data\sunny\s3649.jpg,s3649.jpg,sunny,4,train
data\sunny\s1726.jpg,s1726.jpg,sunny,4,train
data\cloudy\c3981.jpg,c3981.jpg,cloudy,0,train
data\sunny\sunny weather-82.jpeg,sunny weather-82.jpeg,sunny,4,train
data\rainy\2775392628.jpg,2775392628.jpg,rainy,2,train
data\sunny\sunny weather-49.jpeg,sunny weather-49.jpeg,sunny,4,train
data\foggy\4498.jpg,4498.jpg,foggy,1,train
data\sunny\s1638.jpg,s1638.jpg,sunny,4,train
data\cloudy\c4126.jpg,c4126.jpg,cloudy,0,train
data\sunny\s0377.jpg,s0377.jpg,sunny,4,train
data\cloudy\c3546.jpg,c3546.jpg,cloudy,0,train
data\sunny\s0215.jpg,s0215.jpg,sunny,4,train
data\sunny\s0723.jpg,s0723.jpg,sunny,4,train
data\foggy\17464973.jpg,17464973.jpg,foggy,1,train
data\cloudy\c4908.jpg,c4908.jpg,cloudy,0,train
data\sunny\s0999.jpg,s0999.jpg,sunny,4,train
data\sunny\s0768.jpg,s0768.jpg,sunny,4,train
data\cloudy\c1010.jpg,c1010.jpg,cloudy,0,train
data\cloudy\c3296.jpg,c3296.jpg,cloudy,0,train
data\snowy\1013.jpg,1013.jpg,snowy,3,train
data\foggy\4165.jpg,4165.jpg,foggy,1,train
data\rainy\1372289783.jpg,1372289783.jpg,rainy,2,train
data\snowy\529865630.jpg,529865630.jpg,snowy,3,train
data\cloudy\2668489.jpg,2668489.jpg,cloudy,0,train
data\cloudy\c2484.jpg,c2484.jpg,cloudy,0,train
data\foggy\2279624045.jpg,2279624045.jpg,foggy,1,train
data\cloudy\cloudy day-76.jpeg,cloudy day-76.jpeg,cloudy,0,train
data\foggy\4546.jpg,4546.jpg,foggy,1,train
data\snowy\465425943.jpg,465425943.jpg,snowy,3,train
data\snowy\3190985458.jpg,3190985458.jpg,snowy,3,train
data\cloudy\c2901.jpg,c2901.jpg,cloudy,0,train
data\snowy\0928.jpg,0928.jpg,snowy,3,train
data\cloudy\cloudy86.jpg,cloudy86.jpg,cloudy,0,train
data\cloudy\cloudy day-65.jpeg,cloudy day-65.jpeg,cloudy,0,train
data\cloudy\26098572.jpg,26098572.jpg,cloudy,0,train
data\cloudy\c3273.jpg,c3273.jpg,cloudy,0,train
data\rainy\1796.jpg,1796.jpg,rainy,2,train
data\rainy\rainy weather-69.jpeg,rainy weather-69.jpeg,rainy,2,train
data\sunny\26561420.jpg,26561420.jpg,sunny,4,train
data\cloudy\c0207.jpg,c0207.jpg,cloudy,0,train
data\cloudy\c0343.jpg,c0343.jpg,cloudy,0,train
data\sunny\sunny sky-21.jpeg,sunny sky-21.jpeg,sunny,4,train
data\sunny\9889644.jpg,9889644.jpg,sunny,4,train
data\foggy\4689.jpg,4689.jpg,foggy,1,train
data\cloudy\c1907.jpg,c1907.jpg,cloudy,0,train
data\cloudy\c0452.jpg,c0452.jpg,cloudy,0,train
data\cloudy\c1279.jpg,c1279.jpg,cloudy,0,train
data\foggy\4912.jpg,4912.jpg,foggy,1,train
data\cloudy\18106700.jpg,18106700.jpg,cloudy,0,train
data\sunny\s4791.jpg,s4791.jpg,sunny,4,train
data\cloudy\c4711.jpg,c4711.jpg,cloudy,0,train
data\rainy\39067839.jpg,39067839.jpg,rainy,2,train
data\cloudy\cloudy day-21.jpeg,cloudy day-21.jpeg,cloudy,0,train
data\snowy\493551035.jpg,493551035.jpg,snowy,3,train
data\sunny\s2451.jpg,s2451.jpg,sunny,4,train
data\cloudy\cloudy day-135.jpeg,cloudy day-135.jpeg,cloudy,0,train
data\sunny\s4592.jpg,s4592.jpg,sunny,4,train
data\sunny\s2852.jpg,s2852.jpg,sunny,4,train
data\cloudy\c2616.jpg,c2616.jpg,cloudy,0,train
data\cloudy\c2820.jpg,c2820.jpg,cloudy,0,train
data\sunny\s1847.jpg,s1847.jpg,sunny,4,train
data\cloudy\c2998.jpg,c2998.jpg,cloudy,0,train
data\sunny\s3851.jpg,s3851.jpg,sunny,4,train
data\cloudy\c4441.jpg,c4441.jpg,cloudy,0,train
data\sunny\s3361.jpg,s3361.jpg,sunny,4,train
data\cloudy\c3282.jpg,c3282.jpg,cloudy,0,train
data\cloudy\16924926.jpg,16924926.jpg,cloudy,0,train
data\sunny\s0435.jpg,s0435.jpg,sunny,4,train
data\sunny\6862525.jpg,6862525.jpg,sunny,4,train
data\sunny\s0548.jpg,s0548.jpg,sunny,4,train
data\rainy\2531555189.jpg,2531555189.jpg,rainy,2,train
data\rainy\1849575776.jpg,1849575776.jpg,rainy,2,train
data\sunny\19176373.jpg,19176373.jpg,sunny,4,train
data\sunny\s0513.jpg,s0513.jpg,sunny,4,train
data\cloudy\c4706.jpg,c4706.jpg,cloudy,0,train
data\snowy\3248439135.jpg,3248439135.jpg,snowy,3,train
data\sunny\s3146.jpg,s3146.jpg,sunny,4,train
data\cloudy\c0082.jpg,c0082.jpg,cloudy,0,train
data\sunny\25298558.jpg,25298558.jpg,sunny,4,train
data\sunny\s0265.jpg,s0265.jpg,sunny,4,train
data\sunny\9669963.jpg,9669963.jpg,sunny,4,train
data\sunny\20599627.jpg,20599627.jpg,sunny,4,train
data\cloudy\c3145.jpg,c3145.jpg,cloudy,0,train
data\rainy\383548890.jpg,383548890.jpg,rainy,2,train
data\sunny\shine9.jpg,shine9.jpg,sunny,4,train
data\rainy\rainy weather-79.jpeg,rainy weather-79.jpeg,rainy,2,train
data\cloudy\c4084.jpg,c4084.jpg,cloudy,0,train
data\sunny\sunny weather-77.jpeg,sunny weather-77.jpeg,sunny,4,train
data\sunny\17547098.jpg,17547098.jpg,sunny,4,train
data\foggy\4216.jpg,4216.jpg,foggy,1,train
data\cloudy\c3013.jpg,c3013.jpg,cloudy,0,train
data\cloudy\13399297.jpg,13399297.jpg,cloudy,0,train
data\cloudy\c4413.jpg,c4413.jpg,cloudy,0,train
data\cloudy\c2215.jpg,c2215.jpg,cloudy,0,train
data\snowy\snowy day-87.jpeg,snowy day-87.jpeg,snowy,3,train
data\cloudy\c1711.jpg,c1711.jpg,cloudy,0,train
data\rainy\1311.jpg,1311.jpg,rainy,2,train
data\cloudy\c3309.jpg,c3309.jpg,cloudy,0,train
data\sunny\sunny weather-98.jpeg,sunny weather-98.jpeg,sunny,4,train
data\snowy\3268273216.jpg,3268273216.jpg,snowy,3,train
data\cloudy\c0541.jpg,c0541.jpg,cloudy,0,train
data\cloudy\c3463.jpg,c3463.jpg,cloudy,0,train
data\cloudy\c1487.jpg,c1487.jpg,cloudy,0,train
data\rainy\87820400.jpg,87820400.jpg,rainy,2,train
data\sunny\26323814.jpg,26323814.jpg,sunny,4,train
data\sunny\10721628.jpg,10721628.jpg,sunny,4,train
data\rainy\1664.jpg,1664.jpg,rainy,2,train
data\cloudy\c1865.jpg,c1865.jpg,cloudy,0,train
data\cloudy\c2392.jpg,c2392.jpg,cloudy,0,train
data\foggy\112.jpg,112.jpg,foggy,1,train
data\rainy\1468.jpg,1468.jpg,rainy,2,train
data\rainy\1691.jpg,1691.jpg,rainy,2,train
data\cloudy\c3209.jpg,c3209.jpg,cloudy,0,train
data\sunny\s0150.jpg,s0150.jpg,sunny,4,train
data\cloudy\2053497.jpg,2053497.jpg,cloudy,0,train
data\sunny\s2984.jpg,s2984.jpg,sunny,4,train
data\sunny\s3027.jpg,s3027.jpg,sunny,4,train
data\foggy\2178228278.jpg,2178228278.jpg,foggy,1,train
data\cloudy\c4056.jpg,c4056.jpg,cloudy,0,train
data\cloudy\c1891.jpg,c1891.jpg,cloudy,0,train
data\cloudy\cloudy weather-39.jpeg,cloudy weather-39.jpeg,cloudy,0,train
data\sunny\s1892.jpg,s1892.jpg,sunny,4,train
data\cloudy\c0240.jpg,c0240.jpg,cloudy,0,train
data\rainy\rain124.jpg,rain124.jpg,rainy,2,train
data\cloudy\c098.jpg,c098.jpg,cloudy,0,train
data\sunny\s2022.jpg,s2022.jpg,sunny,4,train
data\sunny\7411379.jpg,7411379.jpg,sunny,4,train
data\rainy\rain114.jpg,rain114.jpg,rainy,2,train
data\rainy\1136.jpg,1136.jpg,rainy,2,train
data\sunny\s1742.jpg,s1742.jpg,sunny,4,train
data\sunny\sunny weather-45.jpeg,sunny weather-45.jpeg,sunny,4,train
data\sunny\s2200.jpg,s2200.jpg,sunny,4,train
data\snowy\1307.jpg,1307.jpg,snowy,3,train
data\sunny\s3680.jpg,s3680.jpg,sunny,4,train
data\cloudy\c4294.jpg,c4294.jpg,cloudy,0,train
data\cloudy\c3673.jpg,c3673.jpg,cloudy,0,train
data\rainy\rain171.jpg,rain171.jpg,rainy,2,train
data\cloudy\c3172.jpg,c3172.jpg,cloudy,0,train
data\rainy\1639.jpg,1639.jpg,rainy,2,train
data\cloudy\c4556.jpg,c4556.jpg,cloudy,0,train
data\cloudy\c0212.jpg,c0212.jpg,cloudy,0,train
data\cloudy\cloudy day-140.jpeg,cloudy day-140.jpeg,cloudy,0,train
data\cloudy\c0606.jpg,c0606.jpg,cloudy,0,train
data\cloudy\c1068.jpg,c1068.jpg,cloudy,0,train
data\sunny\s1265.jpg,s1265.jpg,sunny,4,train
data\rainy\1447.jpg,1447.jpg,rainy,2,train
data\sunny\s4962.jpg,s4962.jpg,sunny,4,train
data\cloudy\c1510.jpg,c1510.jpg,cloudy,0,train
data\sunny\s3735.jpg,s3735.jpg,sunny,4,train
data\sunny\s4647.jpg,s4647.jpg,sunny,4,train
data\sunny\s4872.jpg,s4872.jpg,sunny,4,train
data\cloudy\c2218.jpg,c2218.jpg,cloudy,0,train
data\cloudy\c1690.jpg,c1690.jpg,cloudy,0,train
data\rainy\380332211.jpg,380332211.jpg,rainy,2,train
data\cloudy\cloudy163.jpg,cloudy163.jpg,cloudy,0,train
data\rainy\218660368.jpg,218660368.jpg,rainy,2,train
data\cloudy\c3671.jpg,c3671.jpg,cloudy,0,train
data\snowy\1149.jpg,1149.jpg,snowy,3,train
data\cloudy\c0183.jpg,c0183.jpg,cloudy,0,train
data\sunny\shine190.jpg,shine190.jpg,sunny,4,train
data\cloudy\cloudy261.jpg,cloudy261.jpg,cloudy,0,train
data\cloudy\c4963.jpg,c4963.jpg,cloudy,0,train
data\snowy\3235119358.jpg,3235119358.jpg,snowy,3,train
data\cloudy\c0090.jpg,c0090.jpg,cloudy,0,train
data\snowy\2155830662.jpg,2155830662.jpg,snowy,3,train
data\cloudy\11339346.jpg,11339346.jpg,cloudy,0,train
data\cloudy\c1345.jpg,c1345.jpg,cloudy,0,train
data\cloudy\c1134.jpg,c1134.jpg,cloudy,0,train
data\cloudy\cloudy day-8.jpeg,cloudy day-8.jpeg,cloudy,0,train
data\cloudy\3088074.jpg,3088074.jpg,cloudy,0,train
data\sunny\s006.jpg,s006.jpg,sunny,4,train
data\sunny\13988163.jpg,13988163.jpg,sunny,4,train
data\sunny\s0504.jpg,s0504.jpg,sunny,4,train
data\cloudy\cloudy day-59.jpeg,cloudy day-59.jpeg,cloudy,0,train
data\cloudy\c4386.jpg,c4386.jpg,cloudy,0,train
data\cloudy\c1179.jpg,c1179.jpg,cloudy,0,train
data\snowy\177594418.jpg,177594418.jpg,snowy,3,train
data\snowy\1306.jpg,1306.jpg,snowy,3,train
data\cloudy\c1150.jpg,c1150.jpg,cloudy,0,train
data\sunny\sunny sky-44.jpeg,sunny sky-44.jpeg,sunny,4,train
data\sunny\s4567.jpg,s4567.jpg,sunny,4,train
data\sunny\s1618.jpg,s1618.jpg,sunny,4,train
data\sunny\s3085.jpg,s3085.jpg,sunny,4,train
data\foggy\4276.jpg,4276.jpg,foggy,1,train
data\sunny\s2648.jpg,s2648.jpg,sunny,4,train
data\cloudy\29957034.jpg,29957034.jpg,cloudy,0,train
data\cloudy\c1807.jpg,c1807.jpg,cloudy,0,train
data\cloudy\26952150.jpg,26952150.jpg,cloudy,0,train
data\rainy\1748.jpg,1748.jpg,rainy,2,train
data\foggy\4677.jpg,4677.jpg,foggy,1,train
data\sunny\s2607.jpg,s2607.jpg,sunny,4,train
data\cloudy\c0423.jpg,c0423.jpg,cloudy,0,train
data\sunny\s1990.jpg,s1990.jpg,sunny,4,train
data\sunny\s4436.jpg,s4436.jpg,sunny,4,train
data\cloudy\c1499.jpg,c1499.jpg,cloudy,0,train
data\cloudy\29967909.jpg,29967909.jpg,cloudy,0,train
data\sunny\14346864.jpg,14346864.jpg,sunny,4,train
data\foggy\102.jpg,102.jpg,foggy,1,train
data\cloudy\c4649.jpg,c4649.jpg,cloudy,0,train
data\foggy\4228.jpg,4228.jpg,foggy,1,train
data\cloudy\cloudy230.jpg,cloudy230.jpg,cloudy,0,train
data\snowy\2214243178.jpg,2214243178.jpg,snowy,3,train
data\cloudy\c3751.jpg,c3751.jpg,cloudy,0,train
data\sunny\s2742.jpg,s2742.jpg,sunny,4,train
data\sunny\s0160.jpg,s0160.jpg,sunny,4,train
data\cloudy\c3268.jpg,c3268.jpg,cloudy,0,train
data\rainy\rain166.jpg,rain166.jpg,rainy,2,train
data\cloudy\c0700.jpg,c0700.jpg,cloudy,0,train
data\sunny\s2998.jpg,s2998.jpg,sunny,4,train
data\snowy\snowy day-1.jpeg,snowy day-1.jpeg,snowy,3,train
data\cloudy\c0864.jpg,c0864.jpg,cloudy,0,train
data\cloudy\c4273.jpg,c4273.jpg,cloudy,0,train
data\foggy\foggy weather-65.jpeg,foggy weather-65.jpeg,foggy,1,train
data\foggy\4375.jpg,4375.jpg,foggy,1,train
data\rainy\2072541996.jpg,2072541996.jpg,rainy,2,train
data\snowy\1037.jpg,1037.jpg,snowy,3,train
data\sunny\s3359.jpg,s3359.jpg,sunny,4,train
data\snowy\1315.jpg,1315.jpg,snowy,3,train
data\snowy\2110310512.jpg,2110310512.jpg,snowy,3,train
data\sunny\s1295.jpg,s1295.jpg,sunny,4,train
data\sunny\s3229.jpg,s3229.jpg,sunny,4,train
data\cloudy\cloudy day-109.jpeg,cloudy day-109.jpeg,cloudy,0,train
data\sunny\s4574.jpg,s4574.jpg,sunny,4,train
data\cloudy\c4319.jpg,c4319.jpg,cloudy,0,train
data\cloudy\c2816.jpg,c2816.jpg,cloudy,0,train
data\sunny\s3878.jpg,s3878.jpg,sunny,4,train
data\cloudy\c0508.jpg,c0508.jpg,cloudy,0,train
data\snowy\3266871967.jpg,3266871967.jpg,snowy,3,train
data\snowy\snowy day-108.jpeg,snowy day-108.jpeg,snowy,3,train
data\sunny\s3600.jpg,s3600.jpg,sunny,4,train
data\sunny\25234915.jpg,25234915.jpg,sunny,4,train
data\cloudy\cloudy148.jpg,cloudy148.jpg,cloudy,0,train
data\rainy\rain12.jpg,rain12.jpg,rainy,2,train
data\snowy\2275701414.jpg,2275701414.jpg,snowy,3,train
data\sunny\s3003.jpg,s3003.jpg,sunny,4,train
data\sunny\s1880.jpg,s1880.jpg,sunny,4,train
data\foggy\2262687586.jpg,2262687586.jpg,foggy,1,train
data\foggy\186069924.jpg,186069924.jpg,foggy,1,train
data\rainy\rainy weather-5.jpeg,rainy weather-5.jpeg,rainy,2,train
data\sunny\s0978.jpg,s0978.jpg,sunny,4,train
data\rainy\rainy weather-18.jpeg,rainy weather-18.jpeg,rainy,2,train
data\cloudy\12001443.jpg,12001443.jpg,cloudy,0,train
data\sunny\s3794.jpg,s3794.jpg,sunny,4,train
data\foggy\4529.jpg,4529.jpg,foggy,1,train
data\cloudy\c0627.jpg,c0627.jpg,cloudy,0,train
data\cloudy\c1579.jpg,c1579.jpg,cloudy,0,train
data\sunny\s0651.jpg,s0651.jpg,sunny,4,train
data\snowy\3234292475.jpg,3234292475.jpg,snowy,3,train
data\sunny\sunny weather-68.png,sunny weather-68.png,sunny,4,train
data\sunny\s0532.jpg,s0532.jpg,sunny,4,train
data\sunny\s1944.jpg,s1944.jpg,sunny,4,train
data\cloudy\c3897.jpg,c3897.jpg,cloudy,0,train
data\sunny\s3088.jpg,s3088.jpg,sunny,4,train
data\snowy\3243355215.jpg,3243355215.jpg,snowy,3,train
data\sunny\s0730.jpg,s0730.jpg,sunny,4,train
data\cloudy\12954087.jpg,12954087.jpg,cloudy,0,train
data\cloudy\8453312.jpg,8453312.jpg,cloudy,0,train
data\rainy\rain133.jpg,rain133.jpg,rainy,2,train
data\sunny\23207304.jpg,23207304.jpg,sunny,4,train
data\sunny\s3426.jpg,s3426.jpg,sunny,4,train
data\sunny\s2131.jpg,s2131.jpg,sunny,4,train
data\rainy\1954923808.jpg,1954923808.jpg,rainy,2,train
data\sunny\s4719.jpg,s4719.jpg,sunny,4,train
data\cloudy\c2095.jpg,c2095.jpg,cloudy,0,train
data\sunny\s2499.jpg,s2499.jpg,sunny,4,train
data\sunny\shine138.jpg,shine138.jpg,sunny,4,train
data\sunny\s1830.jpg,s1830.jpg,sunny,4,train
data\cloudy\c3483.jpg,c3483.jpg,cloudy,0,train
data\cloudy\cloudy142.jpg,cloudy142.jpg,cloudy,0,train
data\cloudy\c0068.jpg,c0068.jpg,cloudy,0,train
data\cloudy\c3939.jpg,c3939.jpg,cloudy,0,train
data\sunny\s4163.jpg,s4163.jpg,sunny,4,train
data\snowy\0915.jpg,0915.jpg,snowy,3,train
data\rainy\2447688478.jpg,2447688478.jpg,rainy,2,train
data\cloudy\c4243.jpg,c4243.jpg,cloudy,0,train
data\rainy\2428240737.jpg,2428240737.jpg,rainy,2,train
data\cloudy\c0064.jpg,c0064.jpg,cloudy,0,train
data\foggy\4612.jpg,4612.jpg,foggy,1,train
data\cloudy\5659032.jpg,5659032.jpg,cloudy,0,train
data\cloudy\c2136.jpg,c2136.jpg,cloudy,0,train
data\sunny\s3287.jpg,s3287.jpg,sunny,4,train
data\sunny\s3657.jpg,s3657.jpg,sunny,4,train
data\cloudy\c0453.jpg,c0453.jpg,cloudy,0,train
data\snowy\0930.jpg,0930.jpg,snowy,3,train
data\sunny\s4161.jpg,s4161.jpg,sunny,4,train
data\cloudy\c4910.jpg,c4910.jpg,cloudy,0,train
data\snowy\snowy day-131.jpeg,snowy day-131.jpeg,snowy,3,train
data\cloudy\c4130.jpg,c4130.jpg,cloudy,0,train
data\sunny\s1839.jpg,s1839.jpg,sunny,4,train
data\sunny\s1906.jpg,s1906.jpg,sunny,4,train
data\sunny\s2311.jpg,s2311.jpg,sunny,4,train
data\sunny\6861618.jpg,6861618.jpg,sunny,4,train
data\cloudy\22017129.jpg,22017129.jpg,cloudy,0,train
data\cloudy\c1132.jpg,c1132.jpg,cloudy,0,train
data\sunny\s4023.jpg,s4023.jpg,sunny,4,train
data\cloudy\c2358.jpg,c2358.jpg,cloudy,0,train
data\foggy\3362213754.jpg,3362213754.jpg,foggy,1,train
data\sunny\17060834.jpg,17060834.jpg,sunny,4,train
data\sunny\s4637.jpg,s4637.jpg,sunny,4,train
data\snowy\1328.jpg,1328.jpg,snowy,3,train
data\rainy\rainy day-68.jpeg,rainy day-68.jpeg,rainy,2,train
data\snowy\4729005.jpg,4729005.jpg,snowy,3,train
data\cloudy\c2024.jpg,c2024.jpg,cloudy,0,train
data\rainy\1344.jpg,1344.jpg,rainy,2,train
data\foggy\89.jpg,89.jpg,foggy,1,train
data\cloudy\c2465.jpg,c2465.jpg,cloudy,0,train
data\sunny\26524681.jpg,26524681.jpg,sunny,4,train
data\cloudy\c3864.jpg,c3864.jpg,cloudy,0,train
data\foggy\4773.jpg,4773.jpg,foggy,1,train
data\sunny\s4523.jpg,s4523.jpg,sunny,4,train
data\foggy\4737.jpg,4737.jpg,foggy,1,train
data\foggy\4817.jpg,4817.jpg,foggy,1,train
data\sunny\s0710.jpg,s0710.jpg,sunny,4,train
data\sunny\s3067.jpg,s3067.jpg,sunny,4,train
data\cloudy\c1590.jpg,c1590.jpg,cloudy,0,train
data\cloudy\5040835.jpg,5040835.jpg,cloudy,0,train
data\rainy\1654.jpg,1654.jpg,rainy,2,train
data\foggy\2277810637.jpg,2277810637.jpg,foggy,1,train
data\cloudy\c2930.jpg,c2930.jpg,cloudy,0,train
